booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-015033,2023-01-14,2023-04-04,2023-04-05,19,Amazon Corp Travel,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,12,1,1947.42,1498.28,EUR
BK-015034,2023-01-11,2023-01-19,2023-01-22,10,Seoul Wanderers Co.,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Completed,7,3,426.33,285.68,EUR
BK-015035,2023-01-07,2023-02-23,2023-02-24,17,Andalucia Sun Tours,2,Airport Transfer,Transfer,Paris,5,Camille Moreau,Completed,3,0,191.54,115.49,EUR
BK-015036,2023-01-04,2023-03-25,2023-03-26,19,Amazon Corp Travel,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,5,1,656.37,409.06,EUR
BK-015037,2023-01-01,2023-01-03,2023-01-04,14,Direct Client - Web,10,Mont Blanc Excursion,Tour,Chamonix,2,Pierre Martin,Completed,1,0,97.46,59.17,EUR
BK-015038,2023-01-12,2023-01-22,2023-01-23,16,Mumbai Getaways Pvt,13,Private Car Service,Transfer,Multi-city,6,Nicolas Petit,Completed,12,0,1152.07,745.43,EUR
BK-015039,2023-01-23,2023-02-24,2023-03-07,20,Swiss Premium Tours,8,Hotel Promenade Nice,Accommodation,Nice,6,Nicolas Petit,Completed,4,11,7201.12,4123.93,EUR
BK-015040,2023-01-01,2023-01-17,2023-01-20,14,Direct Client - Web,9,Lyon Food Tour,Tour,Lyon,5,Camille Moreau,Completed,3,3,370.76,279.95,EUR
BK-015041,2023-01-14,2023-01-30,2023-02-02,8,Nordic Explorers AB,11,D-Day Normandy Tour,Tour,Normandy,6,Nicolas Petit,Completed,6,3,970.01,755.25,EUR
BK-015042,2023-01-18,2023-01-28,2023-01-31,11,Roma Viaggi SRL,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,3,3,255.39,164.22,EUR
BK-015043,2023-01-17,2023-01-30,2023-02-01,9,Maple Leaf Journeys,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Completed,7,2,1246.79,885.06,EUR
BK-015044,2023-01-26,2023-04-13,2023-04-14,8,Nordic Explorers AB,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Completed,1,1,73.03,54.53,EUR
BK-015045,2023-01-24,2023-03-13,2023-03-16,15,Horizon Corp Events,9,Lyon Food Tour,Tour,Lyon,8,Thomas Roux,Completed,3,3,166.51,94.27,EUR
BK-015046,2023-01-15,2023-02-11,2023-02-12,17,Andalucia Sun Tours,2,Airport Transfer,Transfer,Paris,8,Thomas Roux,Completed,2,0,146.8,110.3,EUR
BK-015047,2023-01-16,2023-03-26,2023-04-03,2,Alpine Adventures GmbH,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,2,8,3382.44,2119.86,EUR
BK-015048,2023-01-01,2023-01-25,2023-01-27,3,Pacific Coast Tours,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Completed,9,2,1593.01,1157.19,EUR
BK-015049,2023-01-13,2023-01-20,2023-01-30,6,Southern Cross Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Completed,5,10,14402.8,9341.75,EUR
BK-015050,2023-01-05,2023-03-04,2023-03-13,17,Andalucia Sun Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,5,Camille Moreau,Completed,1,9,1810.33,1189.66,EUR
BK-015051,2023-01-15,2023-04-09,2023-04-10,7,Beijing Star International,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,8,0,1147.77,877.95,EUR
BK-015052,2023-01-31,2023-03-16,2023-03-19,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,7,Isabelle Leroy,Completed,12,3,849.05,595.13,EUR
BK-015053,2023-01-17,2023-03-14,2023-03-17,20,Swiss Premium Tours,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,7,3,1290.72,933.86,EUR
BK-015054,2023-01-17,2023-03-25,2023-03-26,19,Amazon Corp Travel,13,Private Car Service,Transfer,Multi-city,4,Jean-Luc Bernard,Completed,3,0,110.71,70.15,EUR
BK-015055,2023-01-08,2023-02-11,2023-02-13,1,Sakura Travel Group,1,City Walking Tour,Tour,Paris,3,Sophie Laurent,Completed,8,2,640.02,418.91,EUR
BK-015056,2023-01-29,2023-03-12,2023-03-26,15,Horizon Corp Events,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,5,14,20276.07,12744.88,EUR
BK-015057,2023-01-24,2023-03-07,2023-03-10,2,Alpine Adventures GmbH,14,Versailles Day Trip,Tour,Versailles,8,Thomas Roux,Completed,9,3,1253.76,834.81,EUR
BK-015058,2023-01-12,2023-02-14,2023-02-21,3,Pacific Coast Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,1,Marie Dubois,Completed,4,7,8523.67,5810.95,EUR
BK-015059,2023-02-16,2023-03-15,2023-03-16,5,Gulf Luxury Travel,13,Private Car Service,Transfer,Multi-city,8,Thomas Roux,Completed,12,0,656.99,371.14,EUR
BK-015060,2023-02-21,2023-03-12,2023-03-14,4,Voyages Lumiere,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,8,2,4866.17,3468.67,EUR
BK-015061,2023-02-20,2023-03-08,2023-03-10,14,Direct Client - Web,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Cancelled,1,2,580.9,342.38,EUR
BK-015062,2023-02-12,2023-02-27,2023-03-01,18,Thai Smile Holidays,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,10,2,1330.19,742.37,EUR
BK-015063,2023-02-04,2023-03-31,2023-04-01,7,Beijing Star International,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,3,0,163.31,97.18,EUR
BK-015064,2023-02-19,2023-05-01,2023-05-02,9,Maple Leaf Journeys,1,City Walking Tour,Tour,Paris,3,Sophie Laurent,Completed,11,0,1205.91,812.62,EUR
BK-015065,2023-02-14,2023-04-25,2023-04-26,15,Horizon Corp Events,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,1,0,188.24,141.47,EUR
BK-015066,2023-02-07,2023-04-06,2023-04-07,11,Roma Viaggi SRL,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,1,0,64.94,38.94,EUR
BK-015067,2023-02-27,2023-04-27,2023-05-02,9,Maple Leaf Journeys,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Completed,10,5,7022.34,4060.9,EUR
BK-015068,2023-02-06,2023-04-20,2023-04-23,14,Direct Client - Web,9,Lyon Food Tour,Tour,Lyon,4,Jean-Luc Bernard,Completed,9,3,457.19,276.86,EUR
BK-015069,2023-02-24,2023-04-16,2023-04-18,2,Alpine Adventures GmbH,11,D-Day Normandy Tour,Tour,Normandy,3,Sophie Laurent,Cancelled,6,2,854.2,600.66,EUR
BK-015070,2023-02-11,2023-02-25,2023-03-01,20,Swiss Premium Tours,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,3,4,2456.94,1448.37,EUR
BK-015071,2023-02-06,2023-04-17,2023-04-20,19,Amazon Corp Travel,3,Hotel Le Marais,Accommodation,Paris,2,Pierre Martin,Completed,7,3,2939.92,2096.32,EUR
BK-015072,2023-02-25,2023-05-09,2023-05-10,5,Gulf Luxury Travel,14,Versailles Day Trip,Tour,Versailles,7,Isabelle Leroy,Completed,12,0,1355.61,879.5,EUR
BK-015073,2023-02-06,2023-04-06,2023-04-15,10,Seoul Wanderers Co.,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Completed,4,9,8596.45,5297.08,EUR
BK-015074,2023-02-19,2023-04-08,2023-04-11,1,Sakura Travel Group,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,5,3,862.05,564.36,EUR
BK-015075,2023-02-12,2023-04-06,2023-04-07,2,Alpine Adventures GmbH,1,City Walking Tour,Tour,Paris,1,Marie Dubois,Cancelled,11,1,1729.53,995.9,EUR
BK-015076,2023-02-28,2023-03-22,2023-03-23,6,Southern Cross Holidays,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Cancelled,2,1,648.22,482.38,EUR
BK-015077,2023-02-27,2023-03-30,2023-03-31,9,Maple Leaf Journeys,20,Hotel Negresco Nice,Accommodation,Nice,5,Camille Moreau,Completed,9,1,2110.99,1179.3,EUR
BK-015078,2023-02-06,2023-03-23,2023-03-24,7,Beijing Star International,7,Nice Coastal Tour,Tour,Nice,3,Sophie Laurent,Completed,1,1,193.61,118.33,EUR
BK-015079,2023-02-05,2023-03-25,2023-03-27,2,Alpine Adventures GmbH,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Completed,10,2,1827.1,1108.25,EUR
BK-015080,2023-02-11,2023-05-10,2023-05-11,8,Nordic Explorers AB,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,10,0,905.15,623.28,EUR
BK-015081,2023-02-23,2023-03-22,2023-03-26,8,Nordic Explorers AB,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Cancelled,3,4,1914.32,1170.75,EUR
BK-015082,2023-02-19,2023-04-15,2023-04-16,18,Thai Smile Holidays,5,Wine Tasting Bordeaux,Tour,Bordeaux,1,Marie Dubois,Cancelled,6,0,807.9,593.89,EUR
BK-015083,2023-02-08,2023-02-24,2023-02-26,9,Maple Leaf Journeys,5,Wine Tasting Bordeaux,Tour,Bordeaux,2,Pierre Martin,Completed,3,2,545.87,308.08,EUR
BK-015084,2023-02-25,2023-05-13,2023-05-14,11,Roma Viaggi SRL,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,1,0,44.15,26.96,EUR
BK-015085,2023-02-07,2023-02-17,2023-02-25,10,Seoul Wanderers Co.,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,5,8,4928.57,3827.55,EUR
BK-015086,2023-02-20,2023-03-27,2023-04-06,7,Beijing Star International,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,6,10,14878.57,11147.14,EUR
BK-015087,2023-02-06,2023-03-29,2023-03-30,8,Nordic Explorers AB,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,8,0,846.85,618.74,EUR
BK-015088,2023-02-14,2023-03-22,2023-03-28,5,Gulf Luxury Travel,16,Hotel Vieux Lyon,Accommodation,Lyon,7,Isabelle Leroy,Completed,5,6,5503.07,4261.16,EUR
BK-015089,2023-02-01,2023-04-22,2023-04-23,15,Horizon Corp Events,14,Versailles Day Trip,Tour,Versailles,4,Jean-Luc Bernard,Completed,1,0,50.68,35.39,EUR
BK-015090,2023-02-18,2023-03-25,2023-03-26,9,Maple Leaf Journeys,11,D-Day Normandy Tour,Tour,Normandy,1,Marie Dubois,Completed,4,1,299.73,172.79,EUR
BK-015091,2023-02-08,2023-03-23,2023-03-24,1,Sakura Travel Group,12,TGV Train Booking,Transfer,Multi-city,6,Nicolas Petit,Completed,2,0,125.02,91.26,EUR
BK-015092,2023-02-19,2023-05-12,2023-05-14,8,Nordic Explorers AB,4,Seine River Cruise,Tour,Paris,1,Marie Dubois,Completed,9,2,1599.33,1073.6,EUR
BK-015093,2023-02-21,2023-03-11,2023-03-14,20,Swiss Premium Tours,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,6,3,923.18,565.75,EUR
BK-015094,2023-02-03,2023-04-09,2023-04-10,9,Maple Leaf Journeys,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,12,1,2277.19,1702.89,EUR
BK-015095,2023-02-24,2023-02-25,2023-02-28,16,Mumbai Getaways Pvt,10,Mont Blanc Excursion,Tour,Chamonix,1,Marie Dubois,Completed,7,3,867.34,559.91,EUR
BK-015096,2023-02-07,2023-03-10,2023-03-20,19,Amazon Corp Travel,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Cancelled,6,10,6343.46,4872.74,EUR
BK-015097,2023-02-06,2023-03-22,2023-03-24,14,Direct Client - Web,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Completed,1,2,182.51,115.6,EUR
BK-015098,2023-02-26,2023-04-13,2023-04-14,18,Thai Smile Holidays,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,6,1,929.52,676.37,EUR
BK-015099,2023-02-13,2023-03-08,2023-03-10,13,Direct Client - Walk-in,1,City Walking Tour,Tour,Paris,8,Thomas Roux,Completed,3,2,446.31,332.38,EUR
BK-015100,2023-02-07,2023-04-30,2023-05-02,3,Pacific Coast Tours,11,D-Day Normandy Tour,Tour,Normandy,7,Isabelle Leroy,Cancelled,3,2,399.95,237.23,EUR
BK-015101,2023-02-01,2023-02-15,2023-02-16,12,Kiwi Adventures Ltd,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,3,1,490.62,391.13,EUR
BK-015102,2023-02-18,2023-04-12,2023-04-14,6,Southern Cross Holidays,7,Nice Coastal Tour,Tour,Nice,1,Marie Dubois,Completed,2,2,355.32,210.49,EUR
BK-015103,2023-02-09,2023-02-21,2023-02-22,20,Swiss Premium Tours,10,Mont Blanc Excursion,Tour,Chamonix,1,Marie Dubois,Completed,1,1,140.82,100.51,EUR
BK-015104,2023-02-27,2023-05-27,2023-05-28,5,Gulf Luxury Travel,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Cancelled,7,0,350.26,273.08,EUR
BK-015105,2023-02-27,2023-03-06,2023-03-08,14,Direct Client - Web,19,Ski Package Alps,Tour,Chamonix,4,Jean-Luc Bernard,Completed,3,2,180.04,136.65,EUR
BK-015106,2023-02-01,2023-03-03,2023-03-05,2,Alpine Adventures GmbH,20,Hotel Negresco Nice,Accommodation,Nice,2,Pierre Martin,Completed,10,2,2785.87,1790.43,EUR
BK-015107,2023-02-20,2023-03-15,2023-03-16,10,Seoul Wanderers Co.,5,Wine Tasting Bordeaux,Tour,Bordeaux,8,Thomas Roux,Completed,2,1,126.05,87.98,EUR
BK-015108,2023-02-01,2023-05-01,2023-05-02,14,Direct Client - Web,2,Airport Transfer,Transfer,Paris,1,Marie Dubois,Completed,9,0,425.05,285.41,EUR
BK-015109,2023-02-13,2023-03-21,2023-03-22,4,Voyages Lumiere,13,Private Car Service,Transfer,Multi-city,7,Isabelle Leroy,Completed,1,0,86.88,57.25,EUR
BK-015110,2023-02-10,2023-03-10,2023-03-12,1,Sakura Travel Group,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,10,2,988.35,658.0,EUR
BK-015111,2023-02-14,2023-02-26,2023-03-01,5,Gulf Luxury Travel,15,Provence Lavender Tour,Tour,Provence,4,Jean-Luc Bernard,Cancelled,11,3,733.68,583.83,EUR
BK-015112,2023-02-26,2023-04-20,2023-04-21,20,Swiss Premium Tours,4,Seine River Cruise,Tour,Paris,5,Camille Moreau,Completed,5,0,784.41,620.66,EUR
BK-015113,2023-02-07,2023-02-20,2023-02-21,12,Kiwi Adventures Ltd,13,Private Car Service,Transfer,Multi-city,5,Camille Moreau,Completed,5,0,219.78,162.03,EUR
BK-015114,2023-02-15,2023-04-17,2023-04-18,17,Andalucia Sun Tours,13,Private Car Service,Transfer,Multi-city,6,Nicolas Petit,Completed,8,0,1152.98,891.92,EUR
BK-015115,2023-02-14,2023-05-14,2023-05-16,20,Swiss Premium Tours,7,Nice Coastal Tour,Tour,Nice,5,Camille Moreau,Completed,3,2,430.65,241.7,EUR
BK-015116,2023-02-14,2023-02-23,2023-03-01,11,Roma Viaggi SRL,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,9,6,12345.98,6851.32,EUR
BK-015117,2023-02-28,2023-05-03,2023-05-13,19,Amazon Corp Travel,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Cancelled,3,10,4828.22,2876.11,EUR
BK-015118,2023-02-10,2023-04-23,2023-05-01,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,5,8,4039.91,2723.11,EUR
BK-015119,2023-02-12,2023-04-08,2023-04-09,17,Andalucia Sun Tours,11,D-Day Normandy Tour,Tour,Normandy,7,Isabelle Leroy,Cancelled,10,1,883.29,611.74,EUR
BK-015120,2023-02-06,2023-03-24,2023-03-26,8,Nordic Explorers AB,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,3,2,338.11,233.96,EUR
BK-015121,2023-02-15,2023-03-10,2023-03-13,9,Maple Leaf Journeys,7,Nice Coastal Tour,Tour,Nice,2,Pierre Martin,Completed,11,3,569.95,449.87,EUR
BK-015122,2023-02-08,2023-04-14,2023-04-16,16,Mumbai Getaways Pvt,11,D-Day Normandy Tour,Tour,Normandy,5,Camille Moreau,Completed,3,2,191.12,139.81,EUR
BK-015123,2023-02-25,2023-05-12,2023-05-13,2,Alpine Adventures GmbH,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,8,1,1792.64,1103.3,EUR
BK-015124,2023-02-10,2023-04-14,2023-04-15,10,Seoul Wanderers Co.,14,Versailles Day Trip,Tour,Versailles,4,Jean-Luc Bernard,Completed,8,0,1006.23,781.47,EUR
BK-015125,2023-02-07,2023-04-07,2023-04-08,13,Direct Client - Walk-in,2,Airport Transfer,Transfer,Paris,7,Isabelle Leroy,Completed,2,0,190.14,126.03,EUR
BK-015126,2023-03-29,2023-05-22,2023-05-25,15,Horizon Corp Events,9,Lyon Food Tour,Tour,Lyon,3,Sophie Laurent,Completed,11,3,1996.78,1475.13,EUR
BK-015127,2023-03-30,2023-04-08,2023-04-09,10,Seoul Wanderers Co.,12,TGV Train Booking,Transfer,Multi-city,2,Pierre Martin,Completed,9,0,672.59,456.95,EUR
BK-015128,2023-03-02,2023-03-10,2023-03-13,16,Mumbai Getaways Pvt,5,Wine Tasting Bordeaux,Tour,Bordeaux,3,Sophie Laurent,Completed,10,3,1764.68,975.47,EUR
BK-015129,2023-03-11,2023-03-17,2023-03-20,1,Sakura Travel Group,15,Provence Lavender Tour,Tour,Provence,5,Camille Moreau,Completed,4,3,418.0,308.58,EUR
BK-015130,2023-03-11,2023-03-16,2023-03-28,8,Nordic Explorers AB,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,5,12,19620.52,13695.81,EUR
BK-015131,2023-03-01,2023-04-21,2023-05-02,15,Horizon Corp Events,16,Hotel Vieux Lyon,Accommodation,Lyon,4,Jean-Luc Bernard,Completed,1,11,3307.75,2208.75,EUR
BK-015132,2023-03-29,2023-04-14,2023-04-15,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Cancelled,7,1,780.83,596.87,EUR
BK-015133,2023-03-21,2023-04-26,2023-05-06,1,Sakura Travel Group,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,9,10,22923.14,15077.17,EUR
BK-015134,2023-03-25,2023-05-07,2023-05-20,2,Alpine Adventures GmbH,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,8,13,29420.15,20392.88,EUR
BK-015135,2023-03-22,2023-04-13,2023-04-16,13,Direct Client - Walk-in,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,12,3,2118.9,1588.55,EUR
BK-015136,2023-03-28,2023-03-31,2023-04-01,5,Gulf Luxury Travel,10,Mont Blanc Excursion,Tour,Chamonix,2,Pierre Martin,Cancelled,12,1,1419.74,873.98,EUR
BK-015137,2023-03-14,2023-06-12,2023-06-21,13,Direct Client - Walk-in,3,Hotel Le Marais,Accommodation,Paris,8,Thomas Roux,Completed,1,9,1709.34,1028.14,EUR
BK-015138,2023-03-25,2023-04-03,2023-04-04,6,Southern Cross Holidays,13,Private Car Service,Transfer,Multi-city,1,Marie Dubois,Completed,8,0,423.99,319.01,EUR
BK-015139,2023-03-25,2023-05-30,2023-06-01,19,Amazon Corp Travel,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Completed,8,2,1798.39,1058.32,EUR
BK-015140,2023-03-31,2023-04-27,2023-05-05,3,Pacific Coast Tours,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,12,8,31381.77,17307.64,EUR
BK-015141,2023-03-27,2023-05-06,2023-05-11,6,Southern Cross Holidays,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,10,5,7941.15,4427.6,EUR
BK-015142,2023-03-19,2023-05-27,2023-05-29,8,Nordic Explorers AB,8,Hotel Promenade Nice,Accommodation,Nice,6,Nicolas Petit,Completed,5,2,2655.14,1884.97,EUR
BK-015143,2023-03-04,2023-04-10,2023-04-11,19,Amazon Corp Travel,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,8,0,265.71,171.41,EUR
BK-015144,2023-03-20,2023-05-03,2023-05-06,7,Beijing Star International,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,6,3,532.62,373.8,EUR
BK-015145,2023-03-09,2023-04-08,2023-04-10,8,Nordic Explorers AB,18,Marseille Port Tour,Tour,Marseille,1,Marie Dubois,Completed,12,2,864.06,663.5,EUR
BK-015146,2023-03-24,2023-04-03,2023-04-04,14,Direct Client - Web,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Completed,9,0,1611.04,888.32,EUR
