booking_id,booking_date,checkin_date,checkout_date,client_id,client_name,service_id,service_name,service_category,destination,agent_id,agent_name,status,pax,nights,revenue,cost,currency
BK-005029,2021-01-28,2021-02-08,2021-02-11,9,Maple Leaf Journeys,10,Mont Blanc Excursion,Tour,Chamonix,4,Jean-Luc Bernard,Completed,1,3,156.37,116.86,EUR
BK-005030,2021-01-04,2021-03-12,2021-03-15,7,Beijing Star International,1,City Walking Tour,Tour,Paris,6,Nicolas Petit,Completed,7,3,730.38,429.97,EUR
BK-005031,2021-01-09,2021-02-12,2021-02-15,19,Amazon Corp Travel,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,10,3,913.34,657.74,EUR
BK-005032,2021-01-14,2021-03-26,2021-03-29,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,9,3,1199.13,735.6,EUR
BK-005033,2021-01-12,2021-03-04,2021-03-05,8,Nordic Explorers AB,5,Wine Tasting Bordeaux,Tour,Bordeaux,8,Thomas Roux,Completed,12,0,2308.64,1327.63,EUR
BK-005034,2021-01-26,2021-03-11,2021-03-12,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,11,0,558.73,320.02,EUR
BK-005035,2021-01-30,2021-04-17,2021-04-18,3,Pacific Coast Tours,14,Versailles Day Trip,Tour,Versailles,5,Camille Moreau,Completed,4,0,422.5,296.7,EUR
BK-005036,2021-01-30,2021-03-23,2021-04-03,17,Andalucia Sun Tours,20,Hotel Negresco Nice,Accommodation,Nice,5,Camille Moreau,Completed,12,11,44900.2,25340.14,EUR
BK-005037,2021-01-06,2021-03-29,2021-04-06,1,Sakura Travel Group,16,Hotel Vieux Lyon,Accommodation,Lyon,4,Jean-Luc Bernard,Completed,11,8,29154.82,19811.82,EUR
BK-005038,2021-02-17,2021-04-25,2021-05-05,6,Southern Cross Holidays,8,Hotel Promenade Nice,Accommodation,Nice,1,Marie Dubois,Completed,6,10,8675.96,4772.4,EUR
BK-005039,2021-02-09,2021-04-02,2021-04-03,13,Direct Client - Walk-in,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,10,0,540.37,299.28,EUR
BK-005040,2021-02-03,2021-04-15,2021-04-17,12,Kiwi Adventures Ltd,10,Mont Blanc Excursion,Tour,Chamonix,5,Camille Moreau,Cancelled,4,2,563.82,337.52,EUR
BK-005041,2021-02-19,2021-02-20,2021-02-21,14,Direct Client - Web,9,Lyon Food Tour,Tour,Lyon,2,Pierre Martin,Cancelled,9,1,547.72,341.54,EUR
BK-005042,2021-02-26,2021-05-03,2021-05-05,15,Horizon Corp Events,9,Lyon Food Tour,Tour,Lyon,7,Isabelle Leroy,Completed,10,2,1225.44,748.52,EUR
BK-005043,2021-02-25,2021-04-25,2021-04-26,16,Mumbai Getaways Pvt,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Cancelled,5,0,300.67,213.0,EUR
BK-005044,2021-02-22,2021-05-23,2021-06-05,11,Roma Viaggi SRL,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,6,13,17117.58,9456.28,EUR
BK-005045,2021-02-08,2021-03-17,2021-03-24,11,Roma Viaggi SRL,3,Hotel Le Marais,Accommodation,Paris,2,Pierre Martin,Completed,9,7,20883.05,13973.66,EUR
BK-005046,2021-02-19,2021-03-26,2021-04-07,7,Beijing Star International,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Cancelled,12,12,19283.04,14151.0,EUR
BK-005047,2021-02-07,2021-03-09,2021-03-10,20,Swiss Premium Tours,7,Nice Coastal Tour,Tour,Nice,6,Nicolas Petit,Completed,3,1,500.52,290.29,EUR
BK-005048,2021-02-22,2021-04-27,2021-04-28,18,Thai Smile Holidays,20,Hotel Negresco Nice,Accommodation,Nice,1,Marie Dubois,Cancelled,8,1,1441.78,906.67,EUR
BK-005049,2021-02-19,2021-03-27,2021-03-30,17,Andalucia Sun Tours,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,7,3,2939.27,2040.34,EUR
BK-005050,2021-02-26,2021-04-22,2021-05-01,2,Alpine Adventures GmbH,16,Hotel Vieux Lyon,Accommodation,Lyon,6,Nicolas Petit,Completed,7,9,19675.41,14638.03,EUR
BK-005051,2021-02-04,2021-05-05,2021-05-08,11,Roma Viaggi SRL,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,1,3,151.12,97.45,EUR
BK-005052,2021-02-12,2021-05-02,2021-05-03,18,Thai Smile Holidays,9,Lyon Food Tour,Tour,Lyon,5,Camille Moreau,Completed,4,1,361.64,285.56,EUR
BK-005053,2021-02-06,2021-04-11,2021-04-12,14,Direct Client - Web,14,Versailles Day Trip,Tour,Versailles,6,Nicolas Petit,Completed,6,1,1068.89,662.61,EUR
BK-005054,2021-02-05,2021-04-20,2021-05-04,4,Voyages Lumiere,8,Hotel Promenade Nice,Accommodation,Nice,5,Camille Moreau,Completed,4,14,12876.74,9838.82,EUR
BK-005055,2021-02-26,2021-03-18,2021-03-31,1,Sakura Travel Group,16,Hotel Vieux Lyon,Accommodation,Lyon,3,Sophie Laurent,Completed,7,13,19555.12,15622.4,EUR
BK-005056,2021-02-17,2021-04-27,2021-04-30,10,Seoul Wanderers Co.,11,D-Day Normandy Tour,Tour,Normandy,5,Camille Moreau,Completed,9,3,1608.98,904.13,EUR
BK-005057,2021-02-06,2021-02-14,2021-02-16,16,Mumbai Getaways Pvt,7,Nice Coastal Tour,Tour,Nice,2,Pierre Martin,Completed,8,2,1293.51,795.43,EUR
BK-005058,2021-02-18,2021-03-23,2021-03-24,1,Sakura Travel Group,12,TGV Train Booking,Transfer,Multi-city,7,Isabelle Leroy,Completed,2,0,144.26,103.85,EUR
BK-005059,2021-02-19,2021-05-04,2021-05-05,10,Seoul Wanderers Co.,18,Marseille Port Tour,Tour,Marseille,6,Nicolas Petit,Completed,6,1,905.87,608.63,EUR
BK-005060,2021-02-03,2021-03-24,2021-03-29,15,Horizon Corp Events,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Completed,3,5,3794.35,2967.72,EUR
BK-005061,2021-02-20,2021-05-05,2021-05-06,3,Pacific Coast Tours,13,Private Car Service,Transfer,Multi-city,2,Pierre Martin,Completed,3,0,213.71,134.29,EUR
BK-005062,2021-02-23,2021-03-30,2021-04-10,13,Direct Client - Walk-in,20,Hotel Negresco Nice,Accommodation,Nice,5,Camille Moreau,Completed,8,11,25595.94,20084.94,EUR
BK-005063,2021-02-17,2021-04-16,2021-04-17,6,Southern Cross Holidays,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Cancelled,3,1,477.5,341.65,EUR
BK-005064,2021-02-23,2021-03-06,2021-03-07,13,Direct Client - Walk-in,7,Nice Coastal Tour,Tour,Nice,2,Pierre Martin,Completed,2,1,119.14,91.7,EUR
BK-005065,2021-02-01,2021-03-24,2021-03-25,4,Voyages Lumiere,17,Strasbourg Christmas Tour,Tour,Strasbourg,5,Camille Moreau,Cancelled,10,0,732.91,523.08,EUR
BK-005066,2021-02-10,2021-03-12,2021-03-24,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,8,Thomas Roux,Completed,11,12,15065.31,10269.8,EUR
BK-005067,2021-02-02,2021-04-28,2021-04-29,11,Roma Viaggi SRL,12,TGV Train Booking,Transfer,Multi-city,8,Thomas Roux,Completed,8,0,1175.98,805.72,EUR
BK-005068,2021-02-15,2021-03-05,2021-03-06,19,Amazon Corp Travel,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,11,1,1785.7,1373.78,EUR
BK-005069,2021-02-21,2021-05-14,2021-05-16,12,Kiwi Adventures Ltd,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,9,2,756.62,433.08,EUR
BK-005070,2021-02-14,2021-03-20,2021-03-22,1,Sakura Travel Group,5,Wine Tasting Bordeaux,Tour,Bordeaux,1,Marie Dubois,Completed,9,2,1550.76,1181.66,EUR
BK-005071,2021-02-16,2021-04-26,2021-04-29,16,Mumbai Getaways Pvt,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,1,3,164.88,123.58,EUR
BK-005072,2021-02-26,2021-02-27,2021-03-01,7,Beijing Star International,18,Marseille Port Tour,Tour,Marseille,7,Isabelle Leroy,Completed,9,2,1040.09,637.03,EUR
BK-005073,2021-02-21,2021-04-12,2021-04-13,8,Nordic Explorers AB,13,Private Car Service,Transfer,Multi-city,5,Camille Moreau,Completed,2,0,161.34,98.4,EUR
BK-005074,2021-02-20,2021-05-20,2021-05-22,18,Thai Smile Holidays,9,Lyon Food Tour,Tour,Lyon,5,Camille Moreau,Completed,7,2,547.4,310.44,EUR
BK-005075,2021-02-04,2021-04-27,2021-04-30,9,Maple Leaf Journeys,15,Provence Lavender Tour,Tour,Provence,8,Thomas Roux,Cancelled,4,3,392.39,230.74,EUR
BK-005076,2021-02-01,2021-02-25,2021-02-27,9,Maple Leaf Journeys,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Completed,12,2,1389.15,766.88,EUR
BK-005077,2021-02-01,2021-04-06,2021-04-08,14,Direct Client - Web,7,Nice Coastal Tour,Tour,Nice,5,Camille Moreau,Completed,8,2,1597.56,1063.85,EUR
BK-005078,2021-02-11,2021-02-22,2021-02-23,9,Maple Leaf Journeys,5,Wine Tasting Bordeaux,Tour,Bordeaux,7,Isabelle Leroy,Cancelled,2,0,262.96,156.57,EUR
BK-005079,2021-02-09,2021-03-30,2021-03-31,8,Nordic Explorers AB,1,City Walking Tour,Tour,Paris,7,Isabelle Leroy,Completed,8,0,696.59,556.32,EUR
BK-005080,2021-02-24,2021-03-09,2021-03-10,16,Mumbai Getaways Pvt,17,Strasbourg Christmas Tour,Tour,Strasbourg,7,Isabelle Leroy,Completed,11,1,2136.0,1674.74,EUR
BK-005081,2021-02-24,2021-03-02,2021-03-03,9,Maple Leaf Journeys,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,11,0,1043.04,667.66,EUR
BK-005082,2021-02-22,2021-03-22,2021-03-23,14,Direct Client - Web,4,Seine River Cruise,Tour,Paris,6,Nicolas Petit,Completed,1,1,75.1,46.49,EUR
BK-005083,2021-03-01,2021-03-07,2021-03-10,20,Swiss Premium Tours,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,6,3,993.72,608.34,EUR
BK-005084,2021-03-22,2021-06-10,2021-06-11,2,Alpine Adventures GmbH,11,D-Day Normandy Tour,Tour,Normandy,6,Nicolas Petit,Completed,11,0,803.97,549.99,EUR
BK-005085,2021-03-16,2021-04-15,2021-04-17,15,Horizon Corp Events,11,D-Day Normandy Tour,Tour,Normandy,4,Jean-Luc Bernard,Completed,1,2,153.39,98.1,EUR
BK-005086,2021-03-29,2021-04-04,2021-04-16,15,Horizon Corp Events,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,9,12,28965.62,17305.33,EUR
BK-005087,2021-03-12,2021-04-23,2021-04-25,20,Swiss Premium Tours,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Completed,2,2,259.34,171.77,EUR
BK-005088,2021-03-18,2021-05-04,2021-05-05,17,Andalucia Sun Tours,15,Provence Lavender Tour,Tour,Provence,7,Isabelle Leroy,Cancelled,12,0,933.96,518.05,EUR
BK-005089,2021-03-25,2021-06-13,2021-06-19,3,Pacific Coast Tours,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,4,6,5315.97,3585.02,EUR
BK-005090,2021-03-20,2021-04-26,2021-04-29,11,Roma Viaggi SRL,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Completed,2,3,256.96,145.61,EUR
BK-005091,2021-03-05,2021-03-28,2021-03-29,7,Beijing Star International,2,Airport Transfer,Transfer,Paris,2,Pierre Martin,Completed,8,0,423.95,236.54,EUR
BK-005092,2021-03-13,2021-06-06,2021-06-15,20,Swiss Premium Tours,16,Hotel Vieux Lyon,Accommodation,Lyon,5,Camille Moreau,Completed,1,9,1610.24,1129.56,EUR
BK-005093,2021-03-30,2021-04-26,2021-05-10,3,Pacific Coast Tours,16,Hotel Vieux Lyon,Accommodation,Lyon,8,Thomas Roux,Cancelled,11,14,14843.91,10234.95,EUR
BK-005094,2021-03-14,2021-05-01,2021-05-02,20,Swiss Premium Tours,2,Airport Transfer,Transfer,Paris,5,Camille Moreau,Completed,9,0,313.91,178.17,EUR
BK-005095,2021-03-31,2021-04-28,2021-04-29,4,Voyages Lumiere,17,Strasbourg Christmas Tour,Tour,Strasbourg,4,Jean-Luc Bernard,Completed,9,0,970.2,580.45,EUR
BK-005096,2021-03-19,2021-06-08,2021-06-17,18,Thai Smile Holidays,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,7,Isabelle Leroy,Completed,12,9,11716.79,8314.89,EUR
BK-005097,2021-03-15,2021-06-13,2021-06-14,6,Southern Cross Holidays,14,Versailles Day Trip,Tour,Versailles,3,Sophie Laurent,Completed,9,0,992.1,629.37,EUR
BK-005098,2021-03-20,2021-05-16,2021-05-17,11,Roma Viaggi SRL,12,TGV Train Booking,Transfer,Multi-city,6,Nicolas Petit,Completed,6,0,476.89,337.79,EUR
BK-005099,2021-03-11,2021-05-28,2021-06-07,18,Thai Smile Holidays,8,Hotel Promenade Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,7,10,20071.89,15686.92,EUR
BK-005100,2021-03-31,2021-05-28,2021-05-31,1,Sakura Travel Group,15,Provence Lavender Tour,Tour,Provence,1,Marie Dubois,Cancelled,5,3,696.82,473.42,EUR
BK-005101,2021-03-10,2021-03-11,2021-03-12,7,Beijing Star International,10,Mont Blanc Excursion,Tour,Chamonix,6,Nicolas Petit,Completed,1,1,165.73,130.24,EUR
BK-005102,2021-03-30,2021-06-09,2021-06-10,4,Voyages Lumiere,17,Strasbourg Christmas Tour,Tour,Strasbourg,1,Marie Dubois,Completed,8,1,826.79,483.34,EUR
BK-005103,2021-03-19,2021-04-20,2021-04-25,10,Seoul Wanderers Co.,8,Hotel Promenade Nice,Accommodation,Nice,2,Pierre Martin,Completed,10,5,9397.28,7324.9,EUR
BK-005104,2021-03-24,2021-05-05,2021-05-08,16,Mumbai Getaways Pvt,16,Hotel Vieux Lyon,Accommodation,Lyon,2,Pierre Martin,Completed,10,3,7602.26,4252.27,EUR
BK-005105,2021-03-13,2021-03-24,2021-03-25,11,Roma Viaggi SRL,2,Airport Transfer,Transfer,Paris,6,Nicolas Petit,Cancelled,7,0,559.88,429.4,EUR
BK-005106,2021-03-08,2021-05-31,2021-06-01,13,Direct Client - Walk-in,20,Hotel Negresco Nice,Accommodation,Nice,1,Marie Dubois,Completed,5,1,1107.92,697.8,EUR
BK-005107,2021-03-11,2021-05-15,2021-05-18,2,Alpine Adventures GmbH,8,Hotel Promenade Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,8,3,6798.4,4716.82,EUR
BK-005108,2021-03-14,2021-04-21,2021-04-22,5,Gulf Luxury Travel,13,Private Car Service,Transfer,Multi-city,3,Sophie Laurent,Completed,6,0,239.43,165.89,EUR
BK-005109,2021-03-13,2021-04-16,2021-04-23,17,Andalucia Sun Tours,3,Hotel Le Marais,Accommodation,Paris,7,Isabelle Leroy,Completed,12,7,9676.91,5648.58,EUR
BK-005110,2021-03-16,2021-05-06,2021-05-07,18,Thai Smile Holidays,19,Ski Package Alps,Tour,Chamonix,4,Jean-Luc Bernard,Completed,4,1,242.99,180.83,EUR
BK-005111,2021-03-30,2021-06-12,2021-06-14,14,Direct Client - Web,3,Hotel Le Marais,Accommodation,Paris,7,Isabelle Leroy,Completed,6,2,2088.52,1316.15,EUR
BK-005112,2021-03-01,2021-04-10,2021-04-16,20,Swiss Premium Tours,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,8,Thomas Roux,Completed,10,6,7162.26,4019.6,EUR
BK-005113,2021-03-07,2021-06-03,2021-06-04,5,Gulf Luxury Travel,12,TGV Train Booking,Transfer,Multi-city,2,Pierre Martin,Completed,2,0,237.5,145.06,EUR
BK-005114,2021-03-05,2021-04-11,2021-04-13,4,Voyages Lumiere,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Completed,8,2,965.43,611.09,EUR
BK-005115,2021-03-07,2021-04-03,2021-04-05,18,Thai Smile Holidays,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,10,2,1594.89,933.55,EUR
BK-005116,2021-03-01,2021-04-19,2021-04-20,9,Maple Leaf Journeys,19,Ski Package Alps,Tour,Chamonix,3,Sophie Laurent,Completed,1,0,92.6,69.2,EUR
BK-005117,2021-03-02,2021-05-01,2021-05-02,13,Direct Client - Walk-in,1,City Walking Tour,Tour,Paris,5,Camille Moreau,Cancelled,11,0,1955.94,1398.55,EUR
BK-005118,2021-03-01,2021-04-08,2021-04-09,8,Nordic Explorers AB,13,Private Car Service,Transfer,Multi-city,7,Isabelle Leroy,Completed,9,0,1324.74,761.59,EUR
BK-005119,2021-03-28,2021-06-13,2021-06-14,6,Southern Cross Holidays,18,Marseille Port Tour,Tour,Marseille,4,Jean-Luc Bernard,Completed,9,0,1755.17,1211.37,EUR
BK-005120,2021-03-02,2021-04-03,2021-04-05,11,Roma Viaggi SRL,17,Strasbourg Christmas Tour,Tour,Strasbourg,8,Thomas Roux,Completed,7,2,1131.61,627.58,EUR
BK-005121,2021-03-12,2021-06-01,2021-06-02,17,Andalucia Sun Tours,10,Mont Blanc Excursion,Tour,Chamonix,5,Camille Moreau,Cancelled,1,1,143.87,110.73,EUR
BK-005122,2021-03-27,2021-03-31,2021-04-02,8,Nordic Explorers AB,18,Marseille Port Tour,Tour,Marseille,3,Sophie Laurent,Completed,6,2,1107.46,790.98,EUR
BK-005123,2021-03-13,2021-05-19,2021-06-02,8,Nordic Explorers AB,20,Hotel Negresco Nice,Accommodation,Nice,7,Isabelle Leroy,Completed,4,14,13142.23,8629.4,EUR
BK-005124,2021-03-20,2021-05-02,2021-05-03,7,Beijing Star International,15,Provence Lavender Tour,Tour,Provence,3,Sophie Laurent,Cancelled,10,1,1312.03,984.06,EUR
BK-005125,2021-03-10,2021-06-07,2021-06-08,14,Direct Client - Web,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,11,1,2089.5,1628.3,EUR
BK-005126,2021-03-18,2021-05-26,2021-05-27,11,Roma Viaggi SRL,4,Seine River Cruise,Tour,Paris,3,Sophie Laurent,Cancelled,12,1,653.07,411.22,EUR
BK-005127,2021-03-31,2021-05-23,2021-05-26,9,Maple Leaf Journeys,10,Mont Blanc Excursion,Tour,Chamonix,3,Sophie Laurent,Completed,4,3,264.06,157.43,EUR
BK-005128,2021-03-20,2021-06-07,2021-06-08,20,Swiss Premium Tours,9,Lyon Food Tour,Tour,Lyon,4,Jean-Luc Bernard,Completed,4,1,612.43,391.84,EUR
BK-005129,2021-03-16,2021-04-03,2021-04-06,12,Kiwi Adventures Ltd,17,Strasbourg Christmas Tour,Tour,Strasbourg,3,Sophie Laurent,Completed,7,3,866.02,506.08,EUR
BK-005130,2021-03-02,2021-04-24,2021-04-26,14,Direct Client - Web,1,City Walking Tour,Tour,Paris,4,Jean-Luc Bernard,Completed,12,2,1808.41,1086.33,EUR
BK-005131,2021-03-06,2021-05-02,2021-05-10,11,Roma Viaggi SRL,20,Hotel Negresco Nice,Accommodation,Nice,8,Thomas Roux,Completed,4,8,6254.08,4653.37,EUR
BK-005132,2021-03-27,2021-05-15,2021-05-18,20,Swiss Premium Tours,11,D-Day Normandy Tour,Tour,Normandy,1,Marie Dubois,Cancelled,9,3,597.58,396.93,EUR
BK-005133,2021-03-29,2021-04-30,2021-05-03,2,Alpine Adventures GmbH,17,Strasbourg Christmas Tour,Tour,Strasbourg,7,Isabelle Leroy,Completed,9,3,1482.97,1172.51,EUR
BK-005134,2021-04-13,2021-05-22,2021-05-25,6,Southern Cross Holidays,10,Mont Blanc Excursion,Tour,Chamonix,7,Isabelle Leroy,Completed,5,3,709.85,400.1,EUR
BK-005135,2021-04-05,2021-06-04,2021-06-05,17,Andalucia Sun Tours,15,Provence Lavender Tour,Tour,Provence,2,Pierre Martin,Completed,3,0,500.43,392.57,EUR
BK-005136,2021-04-05,2021-05-26,2021-05-28,15,Horizon Corp Events,14,Versailles Day Trip,Tour,Versailles,1,Marie Dubois,Cancelled,3,2,354.16,274.17,EUR
BK-005137,2021-04-29,2021-06-27,2021-07-02,11,Roma Viaggi SRL,3,Hotel Le Marais,Accommodation,Paris,3,Sophie Laurent,Completed,12,5,16678.85,9553.61,EUR
BK-005138,2021-04-21,2021-06-07,2021-06-16,13,Direct Client - Walk-in,3,Hotel Le Marais,Accommodation,Paris,3,Sophie Laurent,Completed,7,9,14401.38,8078.84,EUR
BK-005139,2021-04-11,2021-06-23,2021-06-24,5,Gulf Luxury Travel,5,Wine Tasting Bordeaux,Tour,Bordeaux,3,Sophie Laurent,Completed,12,1,692.36,434.12,EUR
BK-005140,2021-04-15,2021-05-22,2021-05-24,5,Gulf Luxury Travel,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,4,Jean-Luc Bernard,Completed,1,2,496.18,304.3,EUR
BK-005141,2021-04-28,2021-07-01,2021-07-02,20,Swiss Premium Tours,18,Marseille Port Tour,Tour,Marseille,8,Thomas Roux,Completed,4,0,330.12,235.99,EUR
BK-005142,2021-04-15,2021-04-26,2021-05-06,1,Sakura Travel Group,20,Hotel Negresco Nice,Accommodation,Nice,4,Jean-Luc Bernard,Completed,9,10,13958.14,9870.62,EUR
BK-005143,2021-04-07,2021-04-14,2021-04-17,2,Alpine Adventures GmbH,6,Chateau Stay Bordeaux,Accommodation,Bordeaux,6,Nicolas Petit,Completed,1,3,357.75,199.66,EUR
BK-005144,2021-04-20,2021-05-29,2021-05-30,2,Alpine Adventures GmbH,11,D-Day Normandy Tour,Tour,Normandy,2,Pierre Martin,Completed,7,0,1393.42,822.58,EUR
BK-005145,2021-04-22,2021-07-20,2021-07-30,18,Thai Smile Holidays,20,Hotel Negresco Nice,Accommodation,Nice,3,Sophie Laurent,Completed,8,10,22585.63,14455.87,EUR
